gene_nodeId,disease_nodeId,dot_product,gene_id,gene_description,disease_id,disease_description
2466,10779,17.710312,4561,SCN2A,C0040517,Gilles de la Tourette syndrome
2466,9745,17.676582,4561,SCN2A,C0006413,Burkitt Lymphoma
2466,10906,17.248795,4561,SCN2A,C0079588,"Ichthyosis, X-Linked"
2466,10437,16.81377,4561,SCN2A,C0009404,Colorectal Neoplasms
2466,10340,16.7797,4561,SCN2A,C1968949,Cakut
2466,9931,16.374115,4561,SCN2A,C2363142,T-Cell Prolymphocytic Leukemia
2466,10965,16.149782,4561,SCN2A,C0017205,Gaucher Disease
2466,10964,15.638285,4561,SCN2A,C0376358,Malignant neoplasm of prostate
2466,11251,15.610821,4561,SCN2A,C0005587,"Depression, Bipolar"
2466,13208,15.33124,4561,SCN2A,C4551720,Primary Ciliary Dyskinesia
2466,9787,15.325385,4561,SCN2A,C0025286,Meningioma
2466,10602,15.295076,4561,SCN2A,C0085762,Alcohol abuse
2466,11009,15.248024,4561,SCN2A,C0035220,"Respiratory Distress Syndrome, Newborn"
2466,11226,15.232458,4561,SCN2A,C0036489,Sea-Blue Histiocyte Syndrome
2466,9894,15.218925,4561,SCN2A,C0684249,Carcinoma of lung
2466,9923,14.925196,4561,SCN2A,C1540912,Hypereosinophilic syndrome
2466,9822,14.850628,4561,SCN2A,C0152018,Esophageal carcinoma
2466,11008,14.632756,4561,SCN2A,C4704874,"Mammary Carcinoma, Human"
2466,10381,14.60293,4561,SCN2A,C0002736,Amyotrophic Lateral Sclerosis
2466,11682,14.26146,4561,SCN2A,C0025303,Meningococcal Infections
2466,10119,14.250005,4561,SCN2A,C4072872,obsolete Rod-cone dystrophy
2466,10685,13.974456,4561,SCN2A,C0039292,Tangier Disease
2466,10441,13.966045,4561,SCN2A,C0003873,Rheumatoid Arthritis
2466,11889,13.938858,4561,SCN2A,C0025193,Melancholia
2466,10438,13.904429,4561,SCN2A,C0020538,Hypertensive disease
2466,11892,13.764864,4561,SCN2A,C0086133,Depressive Syndrome
2466,10402,13.739729,4561,SCN2A,C0149958,Complex partial seizures
2466,9853,13.601669,4561,SCN2A,C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma
2466,9808,13.479881,4561,SCN2A,C0039538,Teratoma
2466,9784,13.4534025,4561,SCN2A,C0024899,Mastocytosis
2466,11478,13.413444,4561,SCN2A,C1863370,Saethre-Chotzen Syndrome with Eyelid Anomalies
2466,9950,13.406952,4561,SCN2A,C0265234,Branchio-Oto-Renal Syndrome
2466,10256,13.389963,4561,SCN2A,C1848561,Methylmalonic acidemia with homocystinuria
2466,11438,13.342449,4561,SCN2A,C4279912,Chemically-Induced Liver Toxicity
2466,11437,13.310406,4561,SCN2A,C4277682,Chemical and Drug Induced Liver Injury
2466,11256,13.284684,4561,SCN2A,C1571983,Involutional paraphrenia
2466,11436,13.271833,4561,SCN2A,C3658290,Drug-Induced Acute Liver Injury
2466,18197,13.267653,4561,SCN2A,C1842581,Abnormal corpus callosum morphology
2466,9779,13.250496,4561,SCN2A,C0024299,Lymphoma
2466,11651,13.2436695,4561,SCN2A,C0338630,Senile Paranoid Dementia
2466,11435,13.151302,4561,SCN2A,C1262760,"Hepatitis, Drug-Induced"
2466,10439,13.128015,4561,SCN2A,C0237873,Physiological Sexual Disorders
2466,10442,13.126047,4561,SCN2A,C0011881,Diabetic Nephropathy
2466,11439,13.0729885,4561,SCN2A,C0011880,Diabetic Ketoacidosis
2466,18367,13.065411,4561,SCN2A,C1861481,"Stickler syndrome, type 3"
2466,20695,12.963274,4561,SCN2A,C1839839,MAJOR AFFECTIVE DISORDER 2
2466,11650,12.956189,4561,SCN2A,C1136382,Sclerocystic Ovaries
2466,11434,12.930779,4561,SCN2A,C0860207,Drug-Induced Liver Disease
2466,10710,12.92886,4561,SCN2A,C1861065,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9"
2466,12433,12.922847,4561,SCN2A,C0393588,"Dystonia, Paroxysmal"
2466,11673,12.825103,4561,SCN2A,C0269102,Endometrioma
